HARSID	chr	start	end	nearest_gene	chrom	chrom_start	chrom_end	overlap_bp
HARsv2_2930	chr9	8532063	8532343	PTPRD	chr9	8531825	8532326	263
HARsv2_2932	chr9	8896129	8896361	PTPRD	chr9	8895671	8896172	43
HARsv2_2939	chr9	11704666	11704754	PTPRD-AS2;TYRP1	chr9	11704421	11704922	88
HARsv2_2949	chr9	14531527	14531732	NFIB;ZDHHC21	chr9	14531223	14531724	197
HARsv2_2958	chr9	16626843	16627184	BNC2	chr9	16626556	16627057	214
HARsv2_2961	chr9	16708805	16709053	BNC2	chr9	16708564	16709065	248
HARsv2_3019	chr9	79668105	79668435	TLE4	chr9	79667904	79668405	300
HARsv2_3021	chr9	79902732	79903408	LINC01507	chr9	79902688	79903189	457
HARsv2_3022	chr9	79936175	79936628	LINC01507	chr9	79936295	79936796	333
HARsv2_3032	chr9	99103898	99104243	TGFBR1	chr9	99104195	99104696	48
HARsv2_3040	chr9	106615975	106616302	LINC01505	chr9	106615929	106616430	327
HARsv2_3041	chr9	106859819	106860259	LINC01505;ZNF462	chr9	106859848	106860349	411
HARsv2_3065	chr9	125922855	125923033	PBX3	chr9	125922602	125923103	178
HARsv2_3087	chrX	24982030	24982591	POLA1	chrX	24981868	24982369	339
HARsv2_3087	chrX	24982030	24982591	POLA1	chrX	24982512	24983013	79
HARsv2_3088	chrX	25382642	25383727	ARX;MAGEB18	chrX	25382720	25383221	501
HARsv2_3088	chrX	25382642	25383727	ARX;MAGEB18	chrX	25383237	25383738	490
HARsv2_3099	chrX	31423063	31423317	DMD	chrX	31422853	31423354	254
HARsv2_3123	chrX	82442229	82442713	SH3BGRL;POU3F4	chrX	82442239	82442740	474
HARsv2_3156	chrX	138710483	138711403	FGF13	chrX	138710395	138710896	413
HARsv2_3156	chrX	138710483	138711403	FGF13	chrX	138711021	138711522	382
HARsv2_3162	chrX	144625678	144626213	UBE2NL;SPANXN1	chrX	144625609	144626110	432
HARsv2_3171	chrX	155768463	155768752	SPRY3	chrX	155767963	155768464	1
