HARSID	chr	start	end	nearest_gene	chrom	chrom_start	chrom_end	overlap_bp
HARsv2_2814	chr8	63704070	63704543	LOC102724612;LINC01289	chr8	63704018	63704519	449
HARsv2_2817	chr8	65026812	65027056	CYP7B1;LINC00251	chr8	65026452	65026953	141
HARsv2_2826	chr8	71727145	71727295	EYA1;MSC	chr8	71727208	71727709	87
HARsv2_2828	chr8	75724325	75724600	HNF4G;LINC01111	chr8	75724150	75724651	275
HARsv2_2851	chr8	93287412	93287889	C8orf87;LINC00535	chr8	93287164	93287665	253
HARsv2_2902	chr8	144472797	144473412	KIFC2	chr8	144472711	144473212	415
HARsv2_2906	chr9	1045539	1045584	DMRT3;LINC01230	chr9	1045511	1046012	45
HARsv2_2911	chr9	2159560	2160390	SMARCA2	chr9	2159603	2160104	501
HARsv2_2911	chr9	2159560	2160390	SMARCA2	chr9	2160373	2160874	17
HARsv2_2912	chr9	2241880	2242215	SMARCA2;VLDLR-AS1	chr9	2241837	2242338	335
HARsv2_2913	chr9	2621394	2621609	VLDLR-AS1	chr9	2621205	2621706	215
HARsv2_2914	chr9	2623240	2623780	VLDLR	chr9	2622904	2623405	165
HARsv2_2914	chr9	2623240	2623780	VLDLR	chr9	2623441	2623942	339
HARsv2_2930	chr9	8532063	8532343	PTPRD	chr9	8531753	8532254	191
HARsv2_2932	chr9	8896129	8896361	PTPRD	chr9	8895688	8896189	60
HARsv2_2949	chr9	14531527	14531732	NFIB;ZDHHC21	chr9	14531199	14531700	173
HARsv2_2958	chr9	16626843	16627184	BNC2	chr9	16626794	16627295	341
HARsv2_2961	chr9	16708805	16709053	BNC2	chr9	16708580	16709081	248
HARsv2_2992	chr9	28517002	28517187	LINGO2	chr9	28516954	28517455	185
HARsv2_3019	chr9	79668105	79668435	TLE4	chr9	79667873	79668374	269
HARsv2_3021	chr9	79902732	79903408	LINC01507	chr9	79902691	79903192	460
HARsv2_3022	chr9	79936175	79936628	LINC01507	chr9	79936345	79936846	283
HARsv2_3032	chr9	99103898	99104243	TGFBR1	chr9	99104174	99104675	69
HARsv2_3040	chr9	106615975	106616302	LINC01505	chr9	106615890	106616391	327
HARsv2_3041	chr9	106859819	106860259	LINC01505;ZNF462	chr9	106859888	106860389	371
HARsv2_3065	chr9	125922855	125923033	PBX3	chr9	125922795	125923296	178
HARsv2_3086	chrX	24930679	24931008	POLA1	chrX	24930402	24930903	224
HARsv2_3087	chrX	24982030	24982591	POLA1	chrX	24981894	24982395	365
HARsv2_3087	chrX	24982030	24982591	POLA1	chrX	24982500	24983001	91
HARsv2_3088	chrX	25382642	25383727	ARX;MAGEB18	chrX	25382491	25382992	350
HARsv2_3088	chrX	25382642	25383727	ARX;MAGEB18	chrX	25383060	25383561	501
HARsv2_3088	chrX	25382642	25383727	ARX;MAGEB18	chrX	25383713	25384214	14
HARsv2_3115	chrX	42241926	42242117	CASK;PPP1R2P9	chrX	42241576	42242077	151
HARsv2_3123	chrX	82442229	82442713	SH3BGRL;POU3F4	chrX	82442256	82442757	457
HARsv2_3127	chrX	100746210	100746560	SYTL4;CSTF2	chrX	100746214	100746715	346
HARsv2_3156	chrX	138710483	138711403	FGF13	chrX	138710578	138711079	501
HARsv2_3156	chrX	138710483	138711403	FGF13	chrX	138711193	138711694	210
HARsv2_3161	chrX	142636416	142636542	MAGEC2;SPANXN4	chrX	142636187	142636688	126
HARsv2_3162	chrX	144625678	144626213	UBE2NL;SPANXN1	chrX	144625572	144626073	395
HARsv2_3171	chrX	155768463	155768752	SPRY3	chrX	155767970	155768471	8
