seqnames	start	end	hg38_base_position	rsid	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr22	41620921	41621421	41621056	rs12485198	Promoter	22	41621163	41664048	42886	1	2547	0	ENSG00000196419	XRCC6	X-ray repair cross complementing 6
chr22	41699212	41699712	41699460	rs743832	Promoter	22	41699503	41799456	99954	1	150365	0	ENSG00000167077	MEI1	meiotic double-stranded break formation protein 1
chr22	41946609	41947109	41947087	rs6002555	Promoter	22	41938737	41947152	8416	2	79019	43	ENSG00000100162	CENPM	centromere protein M
chr22	41946609	41947109	41947087	rs6002555	Promoter	22	41938737	41947152	8416	2	79019	43	ENSG00000100162	CENPM	centromere protein M
chr22	42070153	42070653	42070505	rs133375	5' UTR	22	42058334	42070842	12509	2	4668	189	ENSG00000198951	NAGA	alpha-N-acetylgalactosaminidase
chr22	42070663	42071163	42070946	rs133377	Promoter	22	42058334	42070842	12509	2	4668	0	ENSG00000198951	NAGA	alpha-N-acetylgalactosaminidase
chr22	42070663	42071163	42070946	rs133377	Promoter	22	42058334	42070842	12509	2	4668	0	ENSG00000198951	NAGA	alpha-N-acetylgalactosaminidase
chr22	42070663	42071163	42070976	rs2859438	Promoter	22	42058334	42070842	12509	2	4668	0	ENSG00000198951	NAGA	alpha-N-acetylgalactosaminidase
chr22	42070663	42071163	42070976	rs2859438	Promoter	22	42058334	42070842	12509	2	4668	0	ENSG00000198951	NAGA	alpha-N-acetylgalactosaminidase
chr22	42079424	42079924	42079564	rs8135801	Promoter	22	42079691	42084284	4594	1	91689	0	ENSG00000183172	SMDT1	single-pass membrane protein with aspartate rich tail 1
chr22	42079424	42079924	42079564	rs8135801	Promoter	22	42079691	42084284	4594	1	91689	0	ENSG00000183172	SMDT1	single-pass membrane protein with aspartate rich tail 1
chr22	42079424	42079924	42079699	rs2269524	Promoter	22	42079691	42084284	4594	1	91689	0	ENSG00000183172	SMDT1	single-pass membrane protein with aspartate rich tail 1
chr22	42079424	42079924	42079699	rs2269524	Promoter	22	42079691	42084284	4594	1	91689	0	ENSG00000183172	SMDT1	single-pass membrane protein with aspartate rich tail 1
chr22	42090672	42091172	42090719	rs1801311	Promoter	22	42090931	42137742	46812	1	100132273	0	ENSG00000237037	NDUFA6-DT	NDUFA6 divergent transcript
chr22	42090672	42091172	42090719	rs1801311	Promoter	22	42090931	42137742	46812	1	100132273	0	ENSG00000237037	NDUFA6-DT	NDUFA6 divergent transcript
