seqnames	start	end	hg38_base_position	rsid	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr1	201013861	201014361	201014361	rs11580823	Intron (ENST00000332129.6/23046, intron 1 of 33)	1	200969390	201023714	54325	2	23046	9353	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201013861	201014361	201014361	rs11580823	Intron (ENST00000332129.6/23046, intron 1 of 33)	1	200969390	201023714	54325	2	23046	9353	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201013861	201014361	201014361	rs11580823	Intron (ENST00000332129.6/23046, intron 1 of 33)	1	200969390	201023714	54325	2	23046	9353	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201013861	201014361	201014361	rs11580823	Intron (ENST00000332129.6/23046, intron 1 of 33)	1	200969390	201023714	54325	2	23046	9353	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201040116	201040616	201040428	rs1546416	Exon (ENST00000362061.4/779, exon 43 of 44)	1	200969390	201023714	54325	2	23046	-16402	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201040116	201040616	201040428	rs1546416	Exon (ENST00000362061.4/779, exon 43 of 44)	1	200969390	201023714	54325	2	23046	-16402	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201040116	201040616	201040428	rs1546416	Exon (ENST00000362061.4/779, exon 43 of 44)	1	200969390	201023714	54325	2	23046	-16402	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201040116	201040616	201040428	rs1546416	Exon (ENST00000362061.4/779, exon 43 of 44)	1	200969390	201023714	54325	2	23046	-16402	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201040116	201040616	201040428	rs1546416	Exon (ENST00000362061.4/779, exon 43 of 44)	1	200969390	201023714	54325	2	23046	-16402	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201040116	201040616	201040428	rs1546416	Exon (ENST00000362061.4/779, exon 43 of 44)	1	200969390	201023714	54325	2	23046	-16402	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201040116	201040616	201040428	rs1546416	Exon (ENST00000362061.4/779, exon 43 of 44)	1	200969390	201023714	54325	2	23046	-16402	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201040116	201040616	201040428	rs1546416	Exon (ENST00000362061.4/779, exon 43 of 44)	1	200969390	201023714	54325	2	23046	-16402	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201040116	201040616	201040428	rs1546416	Exon (ENST00000362061.4/779, exon 43 of 44)	1	200969390	201023714	54325	2	23046	-16402	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201040116	201040616	201040428	rs1546416	Exon (ENST00000362061.4/779, exon 43 of 44)	1	200969390	201023714	54325	2	23046	-16402	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201058941	201059441	201059171	rs56021911	Exon (ENST00000362061.4/779, exon 27 of 44)	1	200969390	201023714	54325	2	23046	-35227	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201058941	201059441	201059171	rs56021911	Exon (ENST00000362061.4/779, exon 27 of 44)	1	200969390	201023714	54325	2	23046	-35227	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201058941	201059441	201059171	rs56021911	Exon (ENST00000362061.4/779, exon 27 of 44)	1	200969390	201023714	54325	2	23046	-35227	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201058941	201059441	201059171	rs56021911	Exon (ENST00000362061.4/779, exon 27 of 44)	1	200969390	201023714	54325	2	23046	-35227	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201058941	201059441	201059171	rs56021911	Exon (ENST00000362061.4/779, exon 27 of 44)	1	200969390	201023714	54325	2	23046	-35227	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201058941	201059441	201059171	rs56021911	Exon (ENST00000362061.4/779, exon 27 of 44)	1	200969390	201023714	54325	2	23046	-35227	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201058941	201059441	201059171	rs56021911	Exon (ENST00000362061.4/779, exon 27 of 44)	1	200969390	201023714	54325	2	23046	-35227	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201058941	201059441	201059171	rs56021911	Exon (ENST00000362061.4/779, exon 27 of 44)	1	200969390	201023714	54325	2	23046	-35227	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	243255630	243256130	243256127	rs3904682	Promoter	1	243256034	243500091	244058	1	10806	0	ENSG00000054282	SDCCAG8	SHH signaling and ciliogenesis regulator SDCCAG8
chr1	243748651	243749151	243749141	rs77973161	Intron (ENST00000336199.9/10000, intron 1 of 13)	1	243488233	243851079	362847	2	10000	101928	ENSG00000117020	AKT3	AKT serine/threonine kinase 3
chr2	25214555	25215055	25215016	rs12624309	Distal Intergenic	2	25204313	25209202	4890	1	106144568	10242	ENSG00000230452	LINC01381	long intergenic non-protein coding RNA 1381
chr2	27796038	27796538	27796239	rs4666013	Intron (ENST00000448427.1/9577, intron 3 of 5)	2	27771739	28338901	567163	1	9577	24299	ENSG00000158019	BABAM2	BRISC and BRCA1 A complex member 2
chr2	27796038	27796538	27796308	rs4666014	Intron (ENST00000448427.1/9577, intron 3 of 5)	2	27771739	28338901	567163	1	9577	24299	ENSG00000158019	BABAM2	BRISC and BRCA1 A complex member 2
chr2	27796038	27796538	27796500	rs4666015	Intron (ENST00000448427.1/9577, intron 3 of 5)	2	27771739	28338901	567163	1	9577	24299	ENSG00000158019	BABAM2	BRISC and BRCA1 A complex member 2
chr2	48111966	48112466	48112108	rs6712238	Intron (ENST00000651429.1/ENST00000651429.1, intron 3 of 8)	2	48314637	48379295	64659	1	3344	-202171	ENSG00000170802	FOXN2	forkhead box N2
chr2	48440488	48440988	48440605	rs3811522	Promoter	2	48440598	48515391	74794	1	129285	0	ENSG00000162869	PPP1R21	protein phosphatase 1 regulatory subunit 21
chr2	48480429	48480929	48480702	rs57415181	Intron (ENST00000431614.5/129285, intron 13 of 20)	2	48440598	48515391	74794	1	129285	39831	ENSG00000162869	PPP1R21	protein phosphatase 1 regulatory subunit 21
chr2	48528103	48528603	48528338	rs62135193	Promoter	2	48529546	48598513	68968	1	11037	-943	ENSG00000243244	STON1	stonin 1
chr2	48528103	48528603	48528338	rs62135193	Promoter	2	48529546	48598513	68968	1	11037	-943	ENSG00000243244	STON1	stonin 1
chr2	48528103	48528603	48528338	rs62135193	Promoter	2	48529546	48598513	68968	1	11037	-943	ENSG00000243244	STON1	stonin 1
chr2	48528103	48528603	48528338	rs62135193	Promoter	2	48529546	48598513	68968	1	11037	-943	ENSG00000243244	STON1	stonin 1
chr2	48528103	48528603	48528338	rs62135193	Promoter	2	48529546	48598513	68968	1	11037	-943	ENSG00000243244	STON1	stonin 1
chr2	48528103	48528603	48528338	rs62135193	Promoter	2	48529546	48598513	68968	1	11037	-943	ENSG00000243244	STON1	stonin 1
chr2	48528103	48528603	48528338	rs62135193	Promoter	2	48529546	48598513	68968	1	11037	-943	ENSG00000243244	STON1	stonin 1
chr2	60273202	60273702	60273280	rs2160067	Distal Intergenic	2	60387362	60387445	84	2	100616473	113743	ENSG00000266078	MIR4432	microRNA 4432
chr2	60273202	60273702	60273349	rs2110398	Distal Intergenic	2	60387362	60387445	84	2	100616473	113743	ENSG00000266078	MIR4432	microRNA 4432
chr2	60273767	60274267	60274081	rs2901000	Distal Intergenic	2	60387362	60387445	84	2	100616473	113178	ENSG00000266078	MIR4432	microRNA 4432
chr2	144444725	144445225	144444808	rs13013418	Exon (ENST00000634873.1/ENST00000634873.1, exon 1 of 5)	2	144517978	144521477	3500	1	100303491	-72753	ENSG00000238057	ZEB2-AS1	ZEB2 antisense RNA 1
chr2	144444725	144445225	144444808	rs13013418	Exon (ENST00000634873.1/ENST00000634873.1, exon 1 of 5)	2	144517978	144521477	3500	1	100303491	-72753	ENSG00000238057	ZEB2-AS1	ZEB2 antisense RNA 1
chr2	172091234	172091734	172091721	rs62183855	Distal Intergenic	2	172084740	172089677	4938	1	1745	6494	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172091234	172091734	172091721	rs62183855	Distal Intergenic	2	172084740	172089677	4938	1	1745	6494	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172091234	172091734	172091721	rs62183855	Distal Intergenic	2	172084740	172089677	4938	1	1745	6494	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172091234	172091734	172091721	rs62183855	Distal Intergenic	2	172084740	172089677	4938	1	1745	6494	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172091234	172091734	172091721	rs62183855	Distal Intergenic	2	172084740	172089677	4938	1	1745	6494	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172091234	172091734	172091721	rs62183855	Distal Intergenic	2	172084740	172089677	4938	1	1745	6494	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172091234	172091734	172091721	rs62183855	Distal Intergenic	2	172084740	172089677	4938	1	1745	6494	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172091234	172091734	172091721	rs62183855	Distal Intergenic	2	172084740	172089677	4938	1	1745	6494	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172091234	172091734	172091721	rs62183855	Distal Intergenic	2	172084740	172089677	4938	1	1745	6494	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172091234	172091734	172091721	rs62183855	Distal Intergenic	2	172084740	172089677	4938	1	1745	6494	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172091234	172091734	172091721	rs62183855	Distal Intergenic	2	172084740	172089677	4938	1	1745	6494	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172091234	172091734	172091721	rs62183855	Distal Intergenic	2	172084740	172089677	4938	1	1745	6494	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172091234	172091734	172091721	rs62183855	Distal Intergenic	2	172084740	172089677	4938	1	1745	6494	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172091234	172091734	172091721	rs62183855	Distal Intergenic	2	172084740	172089677	4938	1	1745	6494	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172103757	172104257	172104047	rs62183859	Exon (ENST00000448117.1/104326193, exon 2 of 5)	2	172103006	172109982	6977	1	104326193	751	ENSG00000236651	DLX2-DT	DLX2 divergent transcript
chr2	172103757	172104257	172104047	rs62183859	Exon (ENST00000448117.1/104326193, exon 2 of 5)	2	172103006	172109982	6977	1	104326193	751	ENSG00000236651	DLX2-DT	DLX2 divergent transcript
chr2	172103757	172104257	172104047	rs62183859	Exon (ENST00000448117.1/104326193, exon 2 of 5)	2	172103006	172109982	6977	1	104326193	751	ENSG00000236651	DLX2-DT	DLX2 divergent transcript
chr2	172103757	172104257	172104047	rs62183859	Exon (ENST00000448117.1/104326193, exon 2 of 5)	2	172103006	172109982	6977	1	104326193	751	ENSG00000236651	DLX2-DT	DLX2 divergent transcript
chr2	172103757	172104257	172104047	rs62183859	Exon (ENST00000448117.1/104326193, exon 2 of 5)	2	172103006	172109982	6977	1	104326193	751	ENSG00000236651	DLX2-DT	DLX2 divergent transcript
chr2	172103757	172104257	172104047	rs62183859	Exon (ENST00000448117.1/104326193, exon 2 of 5)	2	172103006	172109982	6977	1	104326193	751	ENSG00000236651	DLX2-DT	DLX2 divergent transcript
chr2	172103757	172104257	172104047	rs62183859	Exon (ENST00000448117.1/104326193, exon 2 of 5)	2	172103006	172109982	6977	1	104326193	751	ENSG00000236651	DLX2-DT	DLX2 divergent transcript
chr2	172103757	172104257	172104047	rs62183859	Exon (ENST00000448117.1/104326193, exon 2 of 5)	2	172103006	172109982	6977	1	104326193	751	ENSG00000236651	DLX2-DT	DLX2 divergent transcript
chr2	172103757	172104257	172104047	rs62183859	Exon (ENST00000448117.1/104326193, exon 2 of 5)	2	172103006	172109982	6977	1	104326193	751	ENSG00000236651	DLX2-DT	DLX2 divergent transcript
chr2	172103757	172104257	172104047	rs62183859	Exon (ENST00000448117.1/104326193, exon 2 of 5)	2	172103006	172109982	6977	1	104326193	751	ENSG00000236651	DLX2-DT	DLX2 divergent transcript
chr2	172103757	172104257	172104047	rs62183859	Exon (ENST00000448117.1/104326193, exon 2 of 5)	2	172103006	172109982	6977	1	104326193	751	ENSG00000236651	DLX2-DT	DLX2 divergent transcript
chr2	172103757	172104257	172104047	rs62183859	Exon (ENST00000448117.1/104326193, exon 2 of 5)	2	172103006	172109982	6977	1	104326193	751	ENSG00000236651	DLX2-DT	DLX2 divergent transcript
chr2	172103757	172104257	172104047	rs62183859	Exon (ENST00000448117.1/104326193, exon 2 of 5)	2	172103006	172109982	6977	1	104326193	751	ENSG00000236651	DLX2-DT	DLX2 divergent transcript
chr2	172103757	172104257	172104047	rs62183859	Exon (ENST00000448117.1/104326193, exon 2 of 5)	2	172103006	172109982	6977	1	104326193	751	ENSG00000236651	DLX2-DT	DLX2 divergent transcript
chr2	172103757	172104257	172104047	rs62183859	Exon (ENST00000448117.1/104326193, exon 2 of 5)	2	172103006	172109982	6977	1	104326193	751	ENSG00000236651	DLX2-DT	DLX2 divergent transcript
chr2	172103757	172104257	172104047	rs62183859	Exon (ENST00000448117.1/104326193, exon 2 of 5)	2	172103006	172109982	6977	1	104326193	751	ENSG00000236651	DLX2-DT	DLX2 divergent transcript
chr2	172103757	172104257	172104047	rs62183859	Exon (ENST00000448117.1/104326193, exon 2 of 5)	2	172103006	172109982	6977	1	104326193	751	ENSG00000236651	DLX2-DT	DLX2 divergent transcript
chr2	172103757	172104257	172104047	rs62183859	Exon (ENST00000448117.1/104326193, exon 2 of 5)	2	172103006	172109982	6977	1	104326193	751	ENSG00000236651	DLX2-DT	DLX2 divergent transcript
chr2	172103757	172104257	172104047	rs62183859	Exon (ENST00000448117.1/104326193, exon 2 of 5)	2	172103006	172109982	6977	1	104326193	751	ENSG00000236651	DLX2-DT	DLX2 divergent transcript
chr2	172103757	172104257	172104047	rs62183859	Exon (ENST00000448117.1/104326193, exon 2 of 5)	2	172103006	172109982	6977	1	104326193	751	ENSG00000236651	DLX2-DT	DLX2 divergent transcript
chr2	172103757	172104257	172104047	rs62183859	Exon (ENST00000448117.1/104326193, exon 2 of 5)	2	172103006	172109982	6977	1	104326193	751	ENSG00000236651	DLX2-DT	DLX2 divergent transcript
chr2	174072048	174072548	174072123	rs12466788	3' UTR	2	174025280	174027163	1884	1	100128905	46768	ENSG00000260868	LINC01960	long intergenic non-protein coding RNA 1960
chr2	174081633	174082133	174082032	rs11558990	Exon (ENST00000284719.8/29789, exon 8 of 11)	2	174025280	174027163	1884	1	100128905	56353	ENSG00000260868	LINC01960	long intergenic non-protein coding RNA 1960
chr2	174081633	174082133	174082032	rs11558990	Exon (ENST00000284719.8/29789, exon 8 of 11)	2	174025280	174027163	1884	1	100128905	56353	ENSG00000260868	LINC01960	long intergenic non-protein coding RNA 1960
chr2	174081633	174082133	174082032	rs11558990	Exon (ENST00000284719.8/29789, exon 8 of 11)	2	174025280	174027163	1884	1	100128905	56353	ENSG00000260868	LINC01960	long intergenic non-protein coding RNA 1960
chr2	174081633	174082133	174082032	rs11558990	Exon (ENST00000284719.8/29789, exon 8 of 11)	2	174025280	174027163	1884	1	100128905	56353	ENSG00000260868	LINC01960	long intergenic non-protein coding RNA 1960
chr2	174160504	174161004	174160547	rs16862442	Intron (ENST00000284719.8/29789, intron 4 of 10)	2	174072447	174248599	176153	2	29789	87595	ENSG00000138430	OLA1	Obg like ATPase 1
chr2	174160504	174161004	174160547	rs16862442	Intron (ENST00000284719.8/29789, intron 4 of 10)	2	174072447	174248599	176153	2	29789	87595	ENSG00000138430	OLA1	Obg like ATPase 1
chr2	174282885	174283385	174283109	rs75147539	Distal Intergenic	2	174072447	174248599	176153	2	29789	-34286	ENSG00000138430	OLA1	Obg like ATPase 1
chr2	174282885	174283385	174283109	rs75147539	Distal Intergenic	2	174072447	174248599	176153	2	29789	-34286	ENSG00000138430	OLA1	Obg like ATPase 1
chr2	232878171	232878671	232878399	rs778371	Exon (ENST00000467665.1/389084, exon 2 of 2)	2	232857270	232878704	21435	1	389084	20901	ENSG00000182600	SNORC	secondary ossification center associated regulator of chondrocyte maturation
chr2	232878171	232878671	232878399	rs778371	Exon (ENST00000467665.1/389084, exon 2 of 2)	2	232857270	232878704	21435	1	389084	20901	ENSG00000182600	SNORC	secondary ossification center associated regulator of chondrocyte maturation
chr2	232884931	232885431	232884968	rs2292724	Exon (ENST00000264051.8/25791, exon 10 of 15)	2	232857270	232878704	21435	1	389084	27661	ENSG00000182600	SNORC	secondary ossification center associated regulator of chondrocyte maturation
chr2	232884931	232885431	232884968	rs2292724	Exon (ENST00000264051.8/25791, exon 10 of 15)	2	232857270	232878704	21435	1	389084	27661	ENSG00000182600	SNORC	secondary ossification center associated regulator of chondrocyte maturation
chr2	232884931	232885431	232885364	rs2292725	Exon (ENST00000264051.8/25791, exon 10 of 15)	2	232857270	232878704	21435	1	389084	27661	ENSG00000182600	SNORC	secondary ossification center associated regulator of chondrocyte maturation
chr2	232884931	232885431	232885364	rs2292725	Exon (ENST00000264051.8/25791, exon 10 of 15)	2	232857270	232878704	21435	1	389084	27661	ENSG00000182600	SNORC	secondary ossification center associated regulator of chondrocyte maturation
chr2	232948054	232948554	232948057	rs113593461	Intron (ENST00000264051.8/25791, intron 3 of 14)	2	233012614	233015885	3272	1	101928881	-64060	ENSG00000222001	LOC101928881	uncharacterized LOC101928881
chr2	232948054	232948554	232948057	rs113593461	Intron (ENST00000264051.8/25791, intron 3 of 14)	2	233012614	233015885	3272	1	101928881	-64060	ENSG00000222001	LOC101928881	uncharacterized LOC101928881
chr2	232948054	232948554	232948057	rs113593461	Intron (ENST00000264051.8/25791, intron 3 of 14)	2	233012614	233015885	3272	1	101928881	-64060	ENSG00000222001	LOC101928881	uncharacterized LOC101928881
chr3	2512630	2513130	2512928	rs34877519	Intron (ENST00000422330.5/152330, intron 2 of 4)	3	2110409	2144241	33833	2	100873976	-368389	ENSG00000227588	CNTN4-AS2	CNTN4 antisense RNA 2
chr3	36814304	36814804	36814539	rs9834970	Distal Intergenic	3	36820550	36822498	1949	2	105377031	7694	ENSG00000279727	LINC02033	long intergenic non-protein coding RNA 2033
chr3	36814304	36814804	36814539	rs9834970	Distal Intergenic	3	36820550	36822498	1949	2	105377031	7694	ENSG00000279727	LINC02033	long intergenic non-protein coding RNA 2033
chr3	52685688	52686188	52686064	rs1108842	Promoter	3	52545352	52685917	140566	2	55193	0	ENSG00000163939	PBRM1	polybromo 1
chr3	52685688	52686188	52686064	rs1108842	Promoter	3	52545352	52685917	140566	2	55193	0	ENSG00000163939	PBRM1	polybromo 1
chr3	80745807	80746307	80746019	rs1520589	Distal Intergenic	3	80764862	80789388	24527	1	105377175	-18555	ENSG00000242781	LINC02050	long intergenic non-protein coding RNA 2050
chr3	80745807	80746307	80746105	rs1520590	Distal Intergenic	3	80764862	80789388	24527	1	105377175	-18555	ENSG00000242781	LINC02050	long intergenic non-protein coding RNA 2050
chr3	107690478	107690978	107690541	rs17811616	Intron (ENST00000415149.6/56987, intron 3 of 16)	3	107834586	107928907	94322	1	285205	-143608	ENSG00000240423	LINC00636	long intergenic non-protein coding RNA 636
chr3	117809682	117810182	117809835	rs7630428	Intron (ENST00000484092.1/ENST00000484092.1, intron 1 of 1)	3	117678693	117691005	12313	2	105374057	-118677	ENSG00000241213	LINC02024	long intergenic non-protein coding RNA 2024
chr3	117884934	117885434	117885368	rs56204450	Intron (ENST00000484092.1/ENST00000484092.1, intron 1 of 1)	3	117678693	117691005	12313	2	105374057	-193929	ENSG00000241213	LINC02024	long intergenic non-protein coding RNA 2024
chr3	117892949	117893449	117893255	rs56256549	Intron (ENST00000484092.1/ENST00000484092.1, intron 1 of 1)	3	117678693	117691005	12313	2	105374057	-201944	ENSG00000241213	LINC02024	long intergenic non-protein coding RNA 2024
chr3	161747035	161747535	161747091	rs482314	Distal Intergenic	3	161496808	161503942	7135	1	131149	250227	ENSG00000182447	OTOL1	otolin 1
chr3	161747035	161747535	161747307	rs479750	Distal Intergenic	3	161496808	161503942	7135	1	131149	250227	ENSG00000182447	OTOL1	otolin 1
chr3	162019193	162019693	162019605	rs4450831	Distal Intergenic	3	161496808	161503942	7135	1	131149	522385	ENSG00000182447	OTOL1	otolin 1
chr4	33886195	33886695	33886427	rs9284579	Intron (ENST00000504795.5/ENST00000504795.5, intron 2 of 3)	4	33775498	34039914	264417	2	101928622	153219	ENSG00000250954	LOC101928622	uncharacterized LOC101928622
chr4	79297111	79297611	79297258	rs9998799	Intron (ENST00000509088.6/100505875, intron 4 of 5)	4	79225694	79326061	100368	2	84779	28450	ENSG00000156269	NAA11	N-alpha-acetyltransferase 11, NatA catalytic subunit
chr4	89757252	89757752	89757390	rs2736990	Intron (ENST00000673902.1/6622, intron 4 of 6)	4	89836408	89841978	5571	1	644248	-78656	ENSG00000247775	SNCA-AS1	SNCA antisense RNA 1
chr4	102828216	102828716	102828287	rs223388	Intron (ENST00000501133.2/105377348, intron 1 of 1)	4	102828055	102844075	16021	1	105377348	161	ENSG00000246560	UBE2D3-AS1	UBE2D3 antisense RNA 1
chr4	102828216	102828716	102828359	rs223387	Intron (ENST00000501133.2/105377348, intron 1 of 1)	4	102828055	102844075	16021	1	105377348	161	ENSG00000246560	UBE2D3-AS1	UBE2D3 antisense RNA 1
chr4	103009051	103009551	103009354	rs4698874	Intron (ENST00000394789.7/150159, intron 1 of 11)	4	102885048	103019719	134672	2	150159	10168	ENSG00000164037	SLC9B1	solute carrier family 9 member B1
chr4	103009051	103009551	103009354	rs4698874	Intron (ENST00000394789.7/150159, intron 1 of 11)	4	102885048	103019719	134672	2	150159	10168	ENSG00000164037	SLC9B1	solute carrier family 9 member B1
chr4	103009051	103009551	103009354	rs4698874	Intron (ENST00000394789.7/150159, intron 1 of 11)	4	102885048	103019719	134672	2	150159	10168	ENSG00000164037	SLC9B1	solute carrier family 9 member B1
chr4	117815531	117816031	117815679	rs6819399	Distal Intergenic	4	117834145	117869960	35816	1	105377391	-18114	ENSG00000229565	LINC02264	long intergenic non-protein coding RNA 2264
chr4	117815531	117816031	117815750	rs6824201	Distal Intergenic	4	117834145	117869960	35816	1	105377391	-18114	ENSG00000229565	LINC02264	long intergenic non-protein coding RNA 2264
chr4	117815531	117816031	117815840	rs1380373	Distal Intergenic	4	117834145	117869960	35816	1	105377391	-18114	ENSG00000229565	LINC02264	long intergenic non-protein coding RNA 2264
chr4	142961758	142962258	142961860	rs1510137	Intron (ENST00000507826.1/105377623, intron 1 of 2)	4	142023160	142847432	824273	2	8821	-114326	ENSG00000109452	INPP4B	inositol polyphosphate-4-phosphatase type II B
chr4	175809924	175810424	175810250	rs12498839	Intron (ENST00000514864.1/101928590, intron 7 of 7)	4	175790307	175812189	21883	1	101928590	19617	ENSG00000249106	LOC101928590	uncharacterized LOC101928590
chr5	61431776	61432276	61432163	rs10939902	Intron (ENST00000252744.6/57688, intron 1 of 13)	5	61332258	61546172	213915	1	57688	99518	ENSG00000130449	ZSWIM6	zinc finger SWIM-type containing 6
chr5	88544545	88545045	88544870	rs992623	Intron (ENST00000506978.5/645323, intron 3 of 6)	5	88408982	88439090	30109	2	102546226	-105455	ENSG00000250156	LINC02060	long intergenic non-protein coding RNA 2060
chr5	88544545	88545045	88544870	rs992623	Intron (ENST00000506978.5/645323, intron 3 of 6)	5	88408982	88439090	30109	2	102546226	-105455	ENSG00000250156	LINC02060	long intergenic non-protein coding RNA 2060
chr5	88544545	88545045	88544870	rs992623	Intron (ENST00000506978.5/645323, intron 3 of 6)	5	88408982	88439090	30109	2	102546226	-105455	ENSG00000250156	LINC02060	long intergenic non-protein coding RNA 2060
chr5	88544545	88545045	88544870	rs992623	Intron (ENST00000506978.5/645323, intron 3 of 6)	5	88408982	88439090	30109	2	102546226	-105455	ENSG00000250156	LINC02060	long intergenic non-protein coding RNA 2060
chr5	88544545	88545045	88544870	rs992623	Intron (ENST00000506978.5/645323, intron 3 of 6)	5	88408982	88439090	30109	2	102546226	-105455	ENSG00000250156	LINC02060	long intergenic non-protein coding RNA 2060
chr5	89447196	89447696	89447402	rs16867571	Intron (ENST00000514092.5/101929423, intron 5 of 6)	5	88717117	88904257	187141	2	4208	-542939	ENSG00000081189	MEF2C	myocyte enhancer factor 2C
chr5	89447761	89448261	89448145	rs62378245	Intron (ENST00000514092.5/101929423, intron 5 of 6)	5	88717117	88904257	187141	2	4208	-543504	ENSG00000081189	MEF2C	myocyte enhancer factor 2C
chr5	89447761	89448261	89448145	rs62378245	Intron (ENST00000514092.5/101929423, intron 5 of 6)	5	88717117	88904257	187141	2	4208	-543504	ENSG00000081189	MEF2C	myocyte enhancer factor 2C
chr5	89448264	89448764	89448733	rs7701188	Intron (ENST00000514092.5/101929423, intron 5 of 6)	5	88717117	88904257	187141	2	4208	-544007	ENSG00000081189	MEF2C	myocyte enhancer factor 2C
chr5	89448264	89448764	89448733	rs7701188	Intron (ENST00000514092.5/101929423, intron 5 of 6)	5	88717117	88904257	187141	2	4208	-544007	ENSG00000081189	MEF2C	myocyte enhancer factor 2C
chr5	89448264	89448764	89448733	rs7701188	Intron (ENST00000514092.5/101929423, intron 5 of 6)	5	88717117	88904257	187141	2	4208	-544007	ENSG00000081189	MEF2C	myocyte enhancer factor 2C
chr5	109739684	109740184	109739808	rs3756597	Intron (ENST00000261483.4/4124, intron 4 of 21)	5	109689366	109869625	180260	1	4124	50318	ENSG00000112893	MAN2A1	mannosidase alpha class 2A member 1
chr5	109739684	109740184	109739808	rs3756597	Intron (ENST00000261483.4/4124, intron 4 of 21)	5	109689366	109869625	180260	1	4124	50318	ENSG00000112893	MAN2A1	mannosidase alpha class 2A member 1
chr5	109739684	109740184	109739808	rs3756597	Intron (ENST00000261483.4/4124, intron 4 of 21)	5	109689366	109869625	180260	1	4124	50318	ENSG00000112893	MAN2A1	mannosidase alpha class 2A member 1
chr5	109740293	109740793	109740787	rs2284989	Intron (ENST00000261483.4/4124, intron 4 of 21)	5	109689366	109869625	180260	1	4124	50927	ENSG00000112893	MAN2A1	mannosidase alpha class 2A member 1
chr5	109740293	109740793	109740787	rs2284989	Intron (ENST00000261483.4/4124, intron 4 of 21)	5	109689366	109869625	180260	1	4124	50927	ENSG00000112893	MAN2A1	mannosidase alpha class 2A member 1
chr5	109740293	109740793	109740787	rs2284989	Intron (ENST00000261483.4/4124, intron 4 of 21)	5	109689366	109869625	180260	1	4124	50927	ENSG00000112893	MAN2A1	mannosidase alpha class 2A member 1
chr5	138337271	138337771	138337478	rs3756766	5' UTR	5	138285265	138338355	53091	2	995	584	ENSG00000158402	CDC25C	cell division cycle 25C
chr5	138337271	138337771	138337478	rs3756766	5' UTR	5	138285265	138338355	53091	2	995	584	ENSG00000158402	CDC25C	cell division cycle 25C
chr5	138337271	138337771	138337478	rs3756766	5' UTR	5	138285265	138338355	53091	2	995	584	ENSG00000158402	CDC25C	cell division cycle 25C
chr5	138574952	138575452	138575115	rs41294556	5' UTR	5	138553756	138575675	21920	2	3313	223	ENSG00000113013	HSPA9	heat shock protein family A (Hsp70) member 9
chr5	139648913	139649413	139649225	rs10447226	5' UTR	5	139648999	139649728	730	2	111082989	315	ENSG00000250635	CXXC5-AS1	CXXC5 antisense RNA 1
chr5	139673908	139674408	139673978	rs356453	Intron (ENST00000502295.1/51523, intron 1 of 1)	5	139648999	139649728	730	2	111082989	-24180	ENSG00000250635	CXXC5-AS1	CXXC5 antisense RNA 1
chr5	139673908	139674408	139673978	rs356453	Intron (ENST00000502295.1/51523, intron 1 of 1)	5	139648999	139649728	730	2	111082989	-24180	ENSG00000250635	CXXC5-AS1	CXXC5 antisense RNA 1
