seqnames	start	end	hg38_base_position	rsid	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr2	172103776	172104276	172104047	rs62183859	Exon (ENST00000448117.1/104326193, exon 2 of 5)	2	172103006	172109982	6977	1	104326193	770	ENSG00000236651	DLX2-DT	DLX2 divergent transcript
chr2	172103776	172104276	172104047	rs62183859	Exon (ENST00000448117.1/104326193, exon 2 of 5)	2	172103006	172109982	6977	1	104326193	770	ENSG00000236651	DLX2-DT	DLX2 divergent transcript
chr2	172103776	172104276	172104047	rs62183859	Exon (ENST00000448117.1/104326193, exon 2 of 5)	2	172103006	172109982	6977	1	104326193	770	ENSG00000236651	DLX2-DT	DLX2 divergent transcript
chr2	172103776	172104276	172104047	rs62183859	Exon (ENST00000448117.1/104326193, exon 2 of 5)	2	172103006	172109982	6977	1	104326193	770	ENSG00000236651	DLX2-DT	DLX2 divergent transcript
chr2	172103776	172104276	172104047	rs62183859	Exon (ENST00000448117.1/104326193, exon 2 of 5)	2	172103006	172109982	6977	1	104326193	770	ENSG00000236651	DLX2-DT	DLX2 divergent transcript
chr2	172103776	172104276	172104047	rs62183859	Exon (ENST00000448117.1/104326193, exon 2 of 5)	2	172103006	172109982	6977	1	104326193	770	ENSG00000236651	DLX2-DT	DLX2 divergent transcript
chr2	172103776	172104276	172104047	rs62183859	Exon (ENST00000448117.1/104326193, exon 2 of 5)	2	172103006	172109982	6977	1	104326193	770	ENSG00000236651	DLX2-DT	DLX2 divergent transcript
chr2	172103776	172104276	172104047	rs62183859	Exon (ENST00000448117.1/104326193, exon 2 of 5)	2	172103006	172109982	6977	1	104326193	770	ENSG00000236651	DLX2-DT	DLX2 divergent transcript
chr2	172103776	172104276	172104047	rs62183859	Exon (ENST00000448117.1/104326193, exon 2 of 5)	2	172103006	172109982	6977	1	104326193	770	ENSG00000236651	DLX2-DT	DLX2 divergent transcript
chr2	172103776	172104276	172104047	rs62183859	Exon (ENST00000448117.1/104326193, exon 2 of 5)	2	172103006	172109982	6977	1	104326193	770	ENSG00000236651	DLX2-DT	DLX2 divergent transcript
chr2	172103776	172104276	172104047	rs62183859	Exon (ENST00000448117.1/104326193, exon 2 of 5)	2	172103006	172109982	6977	1	104326193	770	ENSG00000236651	DLX2-DT	DLX2 divergent transcript
chr2	172103776	172104276	172104047	rs62183859	Exon (ENST00000448117.1/104326193, exon 2 of 5)	2	172103006	172109982	6977	1	104326193	770	ENSG00000236651	DLX2-DT	DLX2 divergent transcript
chr2	172103776	172104276	172104047	rs62183859	Exon (ENST00000448117.1/104326193, exon 2 of 5)	2	172103006	172109982	6977	1	104326193	770	ENSG00000236651	DLX2-DT	DLX2 divergent transcript
chr2	172103776	172104276	172104047	rs62183859	Exon (ENST00000448117.1/104326193, exon 2 of 5)	2	172103006	172109982	6977	1	104326193	770	ENSG00000236651	DLX2-DT	DLX2 divergent transcript
chr2	172103776	172104276	172104047	rs62183859	Exon (ENST00000448117.1/104326193, exon 2 of 5)	2	172103006	172109982	6977	1	104326193	770	ENSG00000236651	DLX2-DT	DLX2 divergent transcript
chr2	172103776	172104276	172104047	rs62183859	Exon (ENST00000448117.1/104326193, exon 2 of 5)	2	172103006	172109982	6977	1	104326193	770	ENSG00000236651	DLX2-DT	DLX2 divergent transcript
chr2	172103776	172104276	172104047	rs62183859	Exon (ENST00000448117.1/104326193, exon 2 of 5)	2	172103006	172109982	6977	1	104326193	770	ENSG00000236651	DLX2-DT	DLX2 divergent transcript
chr2	172103776	172104276	172104047	rs62183859	Exon (ENST00000448117.1/104326193, exon 2 of 5)	2	172103006	172109982	6977	1	104326193	770	ENSG00000236651	DLX2-DT	DLX2 divergent transcript
chr2	172103776	172104276	172104047	rs62183859	Exon (ENST00000448117.1/104326193, exon 2 of 5)	2	172103006	172109982	6977	1	104326193	770	ENSG00000236651	DLX2-DT	DLX2 divergent transcript
chr2	172103776	172104276	172104047	rs62183859	Exon (ENST00000448117.1/104326193, exon 2 of 5)	2	172103006	172109982	6977	1	104326193	770	ENSG00000236651	DLX2-DT	DLX2 divergent transcript
chr2	172103776	172104276	172104047	rs62183859	Exon (ENST00000448117.1/104326193, exon 2 of 5)	2	172103006	172109982	6977	1	104326193	770	ENSG00000236651	DLX2-DT	DLX2 divergent transcript
chr2	172103776	172104276	172104047	rs62183859	Exon (ENST00000448117.1/104326193, exon 2 of 5)	2	172103006	172109982	6977	1	104326193	770	ENSG00000236651	DLX2-DT	DLX2 divergent transcript
chr2	172103776	172104276	172104047	rs62183859	Exon (ENST00000448117.1/104326193, exon 2 of 5)	2	172103006	172109982	6977	1	104326193	770	ENSG00000236651	DLX2-DT	DLX2 divergent transcript
chr2	172103776	172104276	172104047	rs62183859	Exon (ENST00000448117.1/104326193, exon 2 of 5)	2	172103006	172109982	6977	1	104326193	770	ENSG00000236651	DLX2-DT	DLX2 divergent transcript
chr2	172103776	172104276	172104047	rs62183859	Exon (ENST00000448117.1/104326193, exon 2 of 5)	2	172103006	172109982	6977	1	104326193	770	ENSG00000236651	DLX2-DT	DLX2 divergent transcript
chr2	172103776	172104276	172104047	rs62183859	Exon (ENST00000448117.1/104326193, exon 2 of 5)	2	172103006	172109982	6977	1	104326193	770	ENSG00000236651	DLX2-DT	DLX2 divergent transcript
chr2	172103776	172104276	172104047	rs62183859	Exon (ENST00000448117.1/104326193, exon 2 of 5)	2	172103006	172109982	6977	1	104326193	770	ENSG00000236651	DLX2-DT	DLX2 divergent transcript
chr2	172103776	172104276	172104047	rs62183859	Exon (ENST00000448117.1/104326193, exon 2 of 5)	2	172103006	172109982	6977	1	104326193	770	ENSG00000236651	DLX2-DT	DLX2 divergent transcript
chr2	172103776	172104276	172104047	rs62183859	Exon (ENST00000448117.1/104326193, exon 2 of 5)	2	172103006	172109982	6977	1	104326193	770	ENSG00000236651	DLX2-DT	DLX2 divergent transcript
chr2	172103776	172104276	172104047	rs62183859	Exon (ENST00000448117.1/104326193, exon 2 of 5)	2	172103006	172109982	6977	1	104326193	770	ENSG00000236651	DLX2-DT	DLX2 divergent transcript
chr2	172103776	172104276	172104047	rs62183859	Exon (ENST00000448117.1/104326193, exon 2 of 5)	2	172103006	172109982	6977	1	104326193	770	ENSG00000236651	DLX2-DT	DLX2 divergent transcript
chr2	172103776	172104276	172104047	rs62183859	Exon (ENST00000448117.1/104326193, exon 2 of 5)	2	172103006	172109982	6977	1	104326193	770	ENSG00000236651	DLX2-DT	DLX2 divergent transcript
chr2	174160519	174161019	174160547	rs16862442	Intron (ENST00000284719.8/29789, intron 4 of 10)	2	174072447	174248599	176153	2	29789	87580	ENSG00000138430	OLA1	Obg like ATPase 1
chr2	174160519	174161019	174160547	rs16862442	Intron (ENST00000284719.8/29789, intron 4 of 10)	2	174072447	174248599	176153	2	29789	87580	ENSG00000138430	OLA1	Obg like ATPase 1
chr2	174160519	174161019	174160547	rs16862442	Intron (ENST00000284719.8/29789, intron 4 of 10)	2	174072447	174248599	176153	2	29789	87580	ENSG00000138430	OLA1	Obg like ATPase 1
chr2	174160519	174161019	174160547	rs16862442	Intron (ENST00000284719.8/29789, intron 4 of 10)	2	174072447	174248599	176153	2	29789	87580	ENSG00000138430	OLA1	Obg like ATPase 1
chr2	174160519	174161019	174160547	rs16862442	Intron (ENST00000284719.8/29789, intron 4 of 10)	2	174072447	174248599	176153	2	29789	87580	ENSG00000138430	OLA1	Obg like ATPase 1
chr2	174282906	174283406	174283109	rs75147539	Distal Intergenic	2	174072447	174248599	176153	2	29789	-34307	ENSG00000138430	OLA1	Obg like ATPase 1
chr2	174282906	174283406	174283109	rs75147539	Distal Intergenic	2	174072447	174248599	176153	2	29789	-34307	ENSG00000138430	OLA1	Obg like ATPase 1
chr2	174282906	174283406	174283109	rs75147539	Distal Intergenic	2	174072447	174248599	176153	2	29789	-34307	ENSG00000138430	OLA1	Obg like ATPase 1
chr2	174282906	174283406	174283109	rs75147539	Distal Intergenic	2	174072447	174248599	176153	2	29789	-34307	ENSG00000138430	OLA1	Obg like ATPase 1
chr2	174282906	174283406	174283109	rs75147539	Distal Intergenic	2	174072447	174248599	176153	2	29789	-34307	ENSG00000138430	OLA1	Obg like ATPase 1
chr2	174282906	174283406	174283109	rs75147539	Distal Intergenic	2	174072447	174248599	176153	2	29789	-34307	ENSG00000138430	OLA1	Obg like ATPase 1
chr2	174282906	174283406	174283109	rs75147539	Distal Intergenic	2	174072447	174248599	176153	2	29789	-34307	ENSG00000138430	OLA1	Obg like ATPase 1
chr2	174282906	174283406	174283109	rs75147539	Distal Intergenic	2	174072447	174248599	176153	2	29789	-34307	ENSG00000138430	OLA1	Obg like ATPase 1
chr2	224507405	224507905	224507845	rs72972378	Intron (ENST00000264414.9/8452, intron 6 of 15)	2	224470150	224585397	115248	2	8452	77492	ENSG00000036257	CUL3	cullin 3
chr2	224507405	224507905	224507845	rs72972378	Intron (ENST00000264414.9/8452, intron 6 of 15)	2	224470150	224585397	115248	2	8452	77492	ENSG00000036257	CUL3	cullin 3
chr2	224507405	224507905	224507845	rs72972378	Intron (ENST00000264414.9/8452, intron 6 of 15)	2	224470150	224585397	115248	2	8452	77492	ENSG00000036257	CUL3	cullin 3
chr3	2512857	2513357	2512928	rs34877519	Intron (ENST00000422330.5/152330, intron 2 of 4)	3	2110409	2144241	33833	2	100873976	-368616	ENSG00000227588	CNTN4-AS2	CNTN4 antisense RNA 2
chr3	30029709	30030209	30029954	rs4293666	Distal Intergenic	3	29926811	29934156	7346	2	100873977	-95553	ENSG00000235593	RBMS3-AS1	RBMS3 antisense RNA 1
chr3	30036538	30037038	30036923	rs7612643	Distal Intergenic	3	29926811	29934156	7346	2	100873977	-102382	ENSG00000235593	RBMS3-AS1	RBMS3 antisense RNA 1
chr3	52685738	52686238	52686064	rs1108842	Promoter	3	52545352	52685917	140566	2	55193	0	ENSG00000163939	PBRM1	polybromo 1
chr3	53258884	53259384	53259357	rs11130367	Distal Intergenic	3	53224712	53256052	31341	2	7086	-2832	ENSG00000163931	TKT	transketolase
chr3	117815238	117815738	117815278	rs55718530	Intron (ENST00000484092.1/ENST00000484092.1, intron 1 of 1)	3	117678693	117691005	12313	2	105374057	-124233	ENSG00000241213	LINC02024	long intergenic non-protein coding RNA 2024
chr3	117815238	117815738	117815278	rs55718530	Intron (ENST00000484092.1/ENST00000484092.1, intron 1 of 1)	3	117678693	117691005	12313	2	105374057	-124233	ENSG00000241213	LINC02024	long intergenic non-protein coding RNA 2024
chr3	117892953	117893453	117893255	rs56256549	Intron (ENST00000484092.1/ENST00000484092.1, intron 1 of 1)	3	117678693	117691005	12313	2	105374057	-201948	ENSG00000241213	LINC02024	long intergenic non-protein coding RNA 2024
chr3	117892953	117893453	117893255	rs56256549	Intron (ENST00000484092.1/ENST00000484092.1, intron 1 of 1)	3	117678693	117691005	12313	2	105374057	-201948	ENSG00000241213	LINC02024	long intergenic non-protein coding RNA 2024
chr3	162018295	162018795	162018754	rs28413956	Distal Intergenic	3	161496808	161503942	7135	1	131149	521487	ENSG00000182447	OTOL1	otolin 1
chr3	162019553	162020053	162019605	rs4450831	Distal Intergenic	3	161496808	161503942	7135	1	131149	522745	ENSG00000182447	OTOL1	otolin 1
chr3	181057008	181057508	181057199	rs1805611	Exon (ENST00000487240.3/ENST00000487240.3, exon 3 of 3)	3	180983709	180989774	6066	2	131118	-67234	ENSG00000205981	DNAJC19	DnaJ heat shock protein family (Hsp40) member C19
chr3	181057008	181057508	181057199	rs1805611	Exon (ENST00000487240.3/ENST00000487240.3, exon 3 of 3)	3	180983709	180989774	6066	2	131118	-67234	ENSG00000205981	DNAJC19	DnaJ heat shock protein family (Hsp40) member C19
chr3	181176540	181177040	181176992	rs74896883	Intron (ENST00000626948.2/347689, intron 4 of 6)	3	180983709	180989774	6066	2	131118	-186766	ENSG00000205981	DNAJC19	DnaJ heat shock protein family (Hsp40) member C19
chr3	181176540	181177040	181176992	rs74896883	Intron (ENST00000626948.2/347689, intron 4 of 6)	3	180983709	180989774	6066	2	131118	-186766	ENSG00000205981	DNAJC19	DnaJ heat shock protein family (Hsp40) member C19
chr3	181176540	181177040	181176992	rs74896883	Intron (ENST00000626948.2/347689, intron 4 of 6)	3	180983709	180989774	6066	2	131118	-186766	ENSG00000205981	DNAJC19	DnaJ heat shock protein family (Hsp40) member C19
chr3	181176540	181177040	181176992	rs74896883	Intron (ENST00000626948.2/347689, intron 4 of 6)	3	180983709	180989774	6066	2	131118	-186766	ENSG00000205981	DNAJC19	DnaJ heat shock protein family (Hsp40) member C19
chr3	181176540	181177040	181176992	rs74896883	Intron (ENST00000626948.2/347689, intron 4 of 6)	3	180983709	180989774	6066	2	131118	-186766	ENSG00000205981	DNAJC19	DnaJ heat shock protein family (Hsp40) member C19
chr4	33722804	33723304	33722942	rs9990714	Distal Intergenic	4	33775498	34039914	264417	2	101928622	316610	ENSG00000250954	LOC101928622	uncharacterized LOC101928622
chr4	33723776	33724276	33723783	rs2120677	Distal Intergenic	4	33775498	34039914	264417	2	101928622	315638	ENSG00000250954	LOC101928622	uncharacterized LOC101928622
chr4	33723776	33724276	33724009	rs2166108	Distal Intergenic	4	33775498	34039914	264417	2	101928622	315638	ENSG00000250954	LOC101928622	uncharacterized LOC101928622
chr4	33723776	33724276	33724091	rs7665615	Distal Intergenic	4	33775498	34039914	264417	2	101928622	315638	ENSG00000250954	LOC101928622	uncharacterized LOC101928622
chr4	79272143	79272643	79272560	rs6839925	Intron (ENST00000509088.6/100505875, intron 4 of 5)	4	79225694	79326061	100368	2	84779	53418	ENSG00000156269	NAA11	N-alpha-acetyltransferase 11, NatA catalytic subunit
chr4	79272143	79272643	79272560	rs6839925	Intron (ENST00000509088.6/100505875, intron 4 of 5)	4	79225694	79326061	100368	2	84779	53418	ENSG00000156269	NAA11	N-alpha-acetyltransferase 11, NatA catalytic subunit
chr4	102827631	102828131	102827640	rs223390	Promoter	4	102828055	102844075	16021	1	105377348	0	ENSG00000246560	UBE2D3-AS1	UBE2D3 antisense RNA 1
chr4	102827631	102828131	102827640	rs223390	Promoter	4	102828055	102844075	16021	1	105377348	0	ENSG00000246560	UBE2D3-AS1	UBE2D3 antisense RNA 1
chr4	102828174	102828674	102828287	rs223388	Exon (ENST00000501133.2/105377348, exon 1 of 2)	4	102828055	102844075	16021	1	105377348	119	ENSG00000246560	UBE2D3-AS1	UBE2D3 antisense RNA 1
chr4	102828174	102828674	102828359	rs223387	Exon (ENST00000501133.2/105377348, exon 1 of 2)	4	102828055	102844075	16021	1	105377348	119	ENSG00000246560	UBE2D3-AS1	UBE2D3 antisense RNA 1
chr5	88401621	88402121	88401716	rs6870983	Intron (ENST00000501869.7/100505894, intron 2 of 4)	5	88408982	88439090	30109	2	102546226	36969	ENSG00000250156	LINC02060	long intergenic non-protein coding RNA 2060
chr5	88544470	88544970	88544870	rs992623	Intron (ENST00000506978.5/645323, intron 3 of 6)	5	88408982	88439090	30109	2	102546226	-105380	ENSG00000250156	LINC02060	long intergenic non-protein coding RNA 2060
chr5	88544470	88544970	88544870	rs992623	Intron (ENST00000506978.5/645323, intron 3 of 6)	5	88408982	88439090	30109	2	102546226	-105380	ENSG00000250156	LINC02060	long intergenic non-protein coding RNA 2060
chr5	88544470	88544970	88544870	rs992623	Intron (ENST00000506978.5/645323, intron 3 of 6)	5	88408982	88439090	30109	2	102546226	-105380	ENSG00000250156	LINC02060	long intergenic non-protein coding RNA 2060
chr5	88544470	88544970	88544870	rs992623	Intron (ENST00000506978.5/645323, intron 3 of 6)	5	88408982	88439090	30109	2	102546226	-105380	ENSG00000250156	LINC02060	long intergenic non-protein coding RNA 2060
chr5	89447704	89448204	89448145	rs62378245	Intron (ENST00000514092.5/101929423, intron 5 of 6)	5	88717117	88904257	187141	2	4208	-543447	ENSG00000081189	MEF2C	myocyte enhancer factor 2C
chr5	89447704	89448204	89448145	rs62378245	Intron (ENST00000514092.5/101929423, intron 5 of 6)	5	88717117	88904257	187141	2	4208	-543447	ENSG00000081189	MEF2C	myocyte enhancer factor 2C
chr5	89447704	89448204	89448145	rs62378245	Intron (ENST00000514092.5/101929423, intron 5 of 6)	5	88717117	88904257	187141	2	4208	-543447	ENSG00000081189	MEF2C	myocyte enhancer factor 2C
chr5	89448257	89448757	89448733	rs7701188	Intron (ENST00000514092.5/101929423, intron 5 of 6)	5	88717117	88904257	187141	2	4208	-544000	ENSG00000081189	MEF2C	myocyte enhancer factor 2C
chr5	89448257	89448757	89448733	rs7701188	Intron (ENST00000514092.5/101929423, intron 5 of 6)	5	88717117	88904257	187141	2	4208	-544000	ENSG00000081189	MEF2C	myocyte enhancer factor 2C
chr5	109739722	109740222	109739808	rs3756597	Intron (ENST00000261483.4/4124, intron 4 of 21)	5	109689366	109869625	180260	1	4124	50356	ENSG00000112893	MAN2A1	mannosidase alpha class 2A member 1
chr5	109740334	109740834	109740787	rs2284989	Intron (ENST00000261483.4/4124, intron 4 of 21)	5	109689366	109869625	180260	1	4124	50968	ENSG00000112893	MAN2A1	mannosidase alpha class 2A member 1
chr5	109740334	109740834	109740787	rs2284989	Intron (ENST00000261483.4/4124, intron 4 of 21)	5	109689366	109869625	180260	1	4124	50968	ENSG00000112893	MAN2A1	mannosidase alpha class 2A member 1
chr5	138337292	138337792	138337478	rs3756766	5' UTR	5	138285265	138338355	53091	2	995	563	ENSG00000158402	CDC25C	cell division cycle 25C
chr5	138574963	138575463	138575115	rs41294556	5' UTR	5	138553756	138575675	21920	2	3313	212	ENSG00000113013	HSPA9	heat shock protein family A (Hsp70) member 9
chr5	138574963	138575463	138575115	rs41294556	5' UTR	5	138553756	138575675	21920	2	3313	212	ENSG00000113013	HSPA9	heat shock protein family A (Hsp70) member 9
chr5	139648870	139649370	139649225	rs10447226	5' UTR	5	139648999	139649728	730	2	111082989	358	ENSG00000250635	CXXC5-AS1	CXXC5 antisense RNA 1
chr5	139648870	139649370	139649225	rs10447226	5' UTR	5	139648999	139649728	730	2	111082989	358	ENSG00000250635	CXXC5-AS1	CXXC5 antisense RNA 1
chr5	139648870	139649370	139649225	rs10447226	5' UTR	5	139648999	139649728	730	2	111082989	358	ENSG00000250635	CXXC5-AS1	CXXC5 antisense RNA 1
chr5	139648870	139649370	139649225	rs10447226	5' UTR	5	139648999	139649728	730	2	111082989	358	ENSG00000250635	CXXC5-AS1	CXXC5 antisense RNA 1
chr5	139673948	139674448	139673978	rs356453	Intron (ENST00000502295.1/51523, intron 1 of 1)	5	139648999	139649728	730	2	111082989	-24220	ENSG00000250635	CXXC5-AS1	CXXC5 antisense RNA 1
chr5	139673948	139674448	139674448	rs183072	Intron (ENST00000502295.1/51523, intron 1 of 1)	5	139648999	139649728	730	2	111082989	-24220	ENSG00000250635	CXXC5-AS1	CXXC5 antisense RNA 1
chr5	139677637	139678137	139677652	rs673632	Intron (ENST00000502295.1/51523, intron 1 of 1)	5	139648999	139649728	730	2	111082989	-27909	ENSG00000250635	CXXC5-AS1	CXXC5 antisense RNA 1
chr5	139677637	139678137	139677652	rs673632	Intron (ENST00000502295.1/51523, intron 1 of 1)	5	139648999	139649728	730	2	111082989	-27909	ENSG00000250635	CXXC5-AS1	CXXC5 antisense RNA 1
chr5	139677637	139678137	139677652	rs673632	Intron (ENST00000502295.1/51523, intron 1 of 1)	5	139648999	139649728	730	2	111082989	-27909	ENSG00000250635	CXXC5-AS1	CXXC5 antisense RNA 1
chr5	139677637	139678137	139677652	rs673632	Intron (ENST00000502295.1/51523, intron 1 of 1)	5	139648999	139649728	730	2	111082989	-27909	ENSG00000250635	CXXC5-AS1	CXXC5 antisense RNA 1
chr5	139677637	139678137	139677652	rs673632	Intron (ENST00000502295.1/51523, intron 1 of 1)	5	139648999	139649728	730	2	111082989	-27909	ENSG00000250635	CXXC5-AS1	CXXC5 antisense RNA 1
chr5	139677637	139678137	139677652	rs673632	Intron (ENST00000502295.1/51523, intron 1 of 1)	5	139648999	139649728	730	2	111082989	-27909	ENSG00000250635	CXXC5-AS1	CXXC5 antisense RNA 1
chr5	139677637	139678137	139677685	rs600848	Intron (ENST00000502295.1/51523, intron 1 of 1)	5	139648999	139649728	730	2	111082989	-27909	ENSG00000250635	CXXC5-AS1	CXXC5 antisense RNA 1
chr5	139677637	139678137	139677685	rs600848	Intron (ENST00000502295.1/51523, intron 1 of 1)	5	139648999	139649728	730	2	111082989	-27909	ENSG00000250635	CXXC5-AS1	CXXC5 antisense RNA 1
chr5	139677637	139678137	139677685	rs600848	Intron (ENST00000502295.1/51523, intron 1 of 1)	5	139648999	139649728	730	2	111082989	-27909	ENSG00000250635	CXXC5-AS1	CXXC5 antisense RNA 1
chr5	139677637	139678137	139677685	rs600848	Intron (ENST00000502295.1/51523, intron 1 of 1)	5	139648999	139649728	730	2	111082989	-27909	ENSG00000250635	CXXC5-AS1	CXXC5 antisense RNA 1
chr5	139677637	139678137	139677685	rs600848	Intron (ENST00000502295.1/51523, intron 1 of 1)	5	139648999	139649728	730	2	111082989	-27909	ENSG00000250635	CXXC5-AS1	CXXC5 antisense RNA 1
chr5	139677637	139678137	139677685	rs600848	Intron (ENST00000502295.1/51523, intron 1 of 1)	5	139648999	139649728	730	2	111082989	-27909	ENSG00000250635	CXXC5-AS1	CXXC5 antisense RNA 1
chr5	139677637	139678137	139677876	rs599946	Intron (ENST00000502295.1/51523, intron 1 of 1)	5	139648999	139649728	730	2	111082989	-27909	ENSG00000250635	CXXC5-AS1	CXXC5 antisense RNA 1
chr5	139677637	139678137	139677876	rs599946	Intron (ENST00000502295.1/51523, intron 1 of 1)	5	139648999	139649728	730	2	111082989	-27909	ENSG00000250635	CXXC5-AS1	CXXC5 antisense RNA 1
chr5	139677637	139678137	139677876	rs599946	Intron (ENST00000502295.1/51523, intron 1 of 1)	5	139648999	139649728	730	2	111082989	-27909	ENSG00000250635	CXXC5-AS1	CXXC5 antisense RNA 1
chr5	139677637	139678137	139677876	rs599946	Intron (ENST00000502295.1/51523, intron 1 of 1)	5	139648999	139649728	730	2	111082989	-27909	ENSG00000250635	CXXC5-AS1	CXXC5 antisense RNA 1
chr5	139677637	139678137	139677876	rs599946	Intron (ENST00000502295.1/51523, intron 1 of 1)	5	139648999	139649728	730	2	111082989	-27909	ENSG00000250635	CXXC5-AS1	CXXC5 antisense RNA 1
chr5	139677637	139678137	139677876	rs599946	Intron (ENST00000502295.1/51523, intron 1 of 1)	5	139648999	139649728	730	2	111082989	-27909	ENSG00000250635	CXXC5-AS1	CXXC5 antisense RNA 1
chr5	139677637	139678137	139677963	rs589153	Intron (ENST00000502295.1/51523, intron 1 of 1)	5	139648999	139649728	730	2	111082989	-27909	ENSG00000250635	CXXC5-AS1	CXXC5 antisense RNA 1
chr5	139677637	139678137	139677963	rs589153	Intron (ENST00000502295.1/51523, intron 1 of 1)	5	139648999	139649728	730	2	111082989	-27909	ENSG00000250635	CXXC5-AS1	CXXC5 antisense RNA 1
chr5	139677637	139678137	139677963	rs589153	Intron (ENST00000502295.1/51523, intron 1 of 1)	5	139648999	139649728	730	2	111082989	-27909	ENSG00000250635	CXXC5-AS1	CXXC5 antisense RNA 1
chr5	139677637	139678137	139677963	rs589153	Intron (ENST00000502295.1/51523, intron 1 of 1)	5	139648999	139649728	730	2	111082989	-27909	ENSG00000250635	CXXC5-AS1	CXXC5 antisense RNA 1
chr5	139677637	139678137	139677963	rs589153	Intron (ENST00000502295.1/51523, intron 1 of 1)	5	139648999	139649728	730	2	111082989	-27909	ENSG00000250635	CXXC5-AS1	CXXC5 antisense RNA 1
chr5	139677637	139678137	139677963	rs589153	Intron (ENST00000502295.1/51523, intron 1 of 1)	5	139648999	139649728	730	2	111082989	-27909	ENSG00000250635	CXXC5-AS1	CXXC5 antisense RNA 1
chr5	139679021	139679521	139679431	rs34530707	Intron (ENST00000502295.1/51523, intron 1 of 1)	5	139648999	139649728	730	2	111082989	-29293	ENSG00000250635	CXXC5-AS1	CXXC5 antisense RNA 1
chr5	139679021	139679521	139679431	rs34530707	Intron (ENST00000502295.1/51523, intron 1 of 1)	5	139648999	139649728	730	2	111082989	-29293	ENSG00000250635	CXXC5-AS1	CXXC5 antisense RNA 1
chr5	139679021	139679521	139679432	rs3822742	Intron (ENST00000502295.1/51523, intron 1 of 1)	5	139648999	139649728	730	2	111082989	-29293	ENSG00000250635	CXXC5-AS1	CXXC5 antisense RNA 1
chr5	139679021	139679521	139679432	rs3822742	Intron (ENST00000502295.1/51523, intron 1 of 1)	5	139648999	139649728	730	2	111082989	-29293	ENSG00000250635	CXXC5-AS1	CXXC5 antisense RNA 1
chr5	152556752	152557252	152557157	rs2961757	Intron (ENST00000663460.1/ENST00000663460.1, intron 2 of 3)	5	152391546	152433368	41823	2	56923	-123384	ENSG00000132911	NMUR2	neuromedin U receptor 2
chr5	152556752	152557252	152557157	rs2961757	Intron (ENST00000663460.1/ENST00000663460.1, intron 2 of 3)	5	152391546	152433368	41823	2	56923	-123384	ENSG00000132911	NMUR2	neuromedin U receptor 2
chr5	152567428	152567928	152567698	rs79789534	Intron (ENST00000663460.1/ENST00000663460.1, intron 2 of 3)	5	152391546	152433368	41823	2	56923	-134060	ENSG00000132911	NMUR2	neuromedin U receptor 2
chr5	152567428	152567928	152567698	rs79789534	Intron (ENST00000663460.1/ENST00000663460.1, intron 2 of 3)	5	152391546	152433368	41823	2	56923	-134060	ENSG00000132911	NMUR2	neuromedin U receptor 2
chr5	152595494	152595994	152595880	rs114852555	Intron (ENST00000663460.1/ENST00000663460.1, intron 2 of 3)	5	152391546	152433368	41823	2	56923	-162126	ENSG00000132911	NMUR2	neuromedin U receptor 2
chr5	152595494	152595994	152595882	rs116047451	Intron (ENST00000663460.1/ENST00000663460.1, intron 2 of 3)	5	152391546	152433368	41823	2	56923	-162126	ENSG00000132911	NMUR2	neuromedin U receptor 2
chr5	152631734	152632234	152632093	rs6873744	Intron (ENST00000663460.1/ENST00000663460.1, intron 2 of 3)	5	152391546	152433368	41823	2	56923	-198366	ENSG00000132911	NMUR2	neuromedin U receptor 2
chr5	152632854	152633354	152632877	rs67979431	Intron (ENST00000663460.1/ENST00000663460.1, intron 2 of 3)	5	152391546	152433368	41823	2	56923	-199486	ENSG00000132911	NMUR2	neuromedin U receptor 2
chr5	152632854	152633354	152632877	rs67979431	Intron (ENST00000663460.1/ENST00000663460.1, intron 2 of 3)	5	152391546	152433368	41823	2	56923	-199486	ENSG00000132911	NMUR2	neuromedin U receptor 2
chr5	152632854	152633354	152633195	rs10043260	Intron (ENST00000663460.1/ENST00000663460.1, intron 2 of 3)	5	152391546	152433368	41823	2	56923	-199486	ENSG00000132911	NMUR2	neuromedin U receptor 2
chr5	152632854	152633354	152633195	rs10043260	Intron (ENST00000663460.1/ENST00000663460.1, intron 2 of 3)	5	152391546	152433368	41823	2	56923	-199486	ENSG00000132911	NMUR2	neuromedin U receptor 2
chr5	152632854	152633354	152633235	rs9324734	Intron (ENST00000663460.1/ENST00000663460.1, intron 2 of 3)	5	152391546	152433368	41823	2	56923	-199486	ENSG00000132911	NMUR2	neuromedin U receptor 2
chr5	152632854	152633354	152633235	rs9324734	Intron (ENST00000663460.1/ENST00000663460.1, intron 2 of 3)	5	152391546	152433368	41823	2	56923	-199486	ENSG00000132911	NMUR2	neuromedin U receptor 2
chr5	152814239	152814739	152814534	rs56269251	Intron (ENST00000522300.5/101927134, intron 3 of 4)	5	152391546	152433368	41823	2	56923	-380871	ENSG00000132911	NMUR2	neuromedin U receptor 2
chr5	152814239	152814739	152814534	rs56269251	Intron (ENST00000522300.5/101927134, intron 3 of 4)	5	152391546	152433368	41823	2	56923	-380871	ENSG00000132911	NMUR2	neuromedin U receptor 2
